ID,L_Name,F_Name,Class,Major 1,Major 2,Minor 1,Advisor
16086809,Davis,Marissa,01,EXP,,,Chihak
10780802,Corcoran,Anna,01,MTH,,,Miller
15302775,Bartell,Xavier,04,SOC,,CRW,Rodgers
19769804,Meehan,Tori,03,KIN,,,Atwater
11942813,Eggert,Julia,02,EXP,,,Carstens
ANT  116  02
10398783,Dixon,Ashley,04,CHM,,PHY,St. Clair
13992790,Hanrahan,Philip,03,SCJ,,PHL,Rodgers
13690776,Carrasco,Amanda,04,THE,EVS,,White
16117815,Schipper,Skyler,02,EXP,,,Storer
18728803,Brockmeyer,Adam,02,EXP,,,Libby
13621782,Castellanos,Cristina,04,PHY,CHM,,Akgun
14104807,Slagle,Kaalyn,02,EXP,,,Chihak
16686804,Comparato,Shar,01,EXP,,,Chaimov
18419814,Dubon,Josh,01,EXP,,,Kelley
19699805,Hilderbrand,Bryant,02,EXP,,,Lueth
18918809,Austin,Allie,01,EXP,,,Hausknecht
15512777,Tarbert,Madison,04,ACM,BUS,MUS,Melcher
11782810,Kolade,Hailey,01,EXP,,,Christensen
16256803,Eichhorn,Celestte,01,EXP,,,Barnett
18207794,Kohl,Adolfo,02,EXP,,,Lensing
11181807,Preheim,Zachary,03,EXP,,,Hughes
17258815,Kempf,Meagan,02,EXP,,,Umbarger-Mackey
18907794,Ridgway,Meagan,02,EXP,,,Storer
19158795,Empen,Bianca,03,BUS,,ECO,Rydze
17278813,Barnes,Nicholas,02,EXP,,,Kress
11229786,Malin,Cameron,03,ART,,,Thompson
16975793,Dahl,Eric,02,SOC,ENV,,Rodgers
ANT  215  01   W
16454784,Urbatsch,Sarah,03,BIO,,ANT,Cozine
11280799,Olney,Rebecca,03,MOL,,ANT,Sanchini
ANT  284  01
14174805,Kruse,Joey,01,BIO,,REL,Cozine
14543794,Franzen,Nia,02,BIO,SCJ,,Sanchini
11331809,Watkins,Jerry,01,EXP,,,Perry
17445786,Carter,Lauren,03,NEU,BIO,,Brown
16417814,Fedrick,Jared,01,EXP,,,Rodriguez Moreno
15855805,Christiansen,Mackenzie,02,POL,IS,,Chaimov
ARH  107  01
14715814,Ridenour,Anthony,01,EXP,,,Affatigato
15703782,Nosekabel,Tia,04,CS,,MTH,Hughes
19137782,Pham,Claudia,04,PR,COM,GSS,Janca-Aji
15595800,Stitt,Devin,01,EXP,,,Russell
16074786,Baker,Taryn,03,EXP,,,Nguyen
19957780,Brazell,Mark,04,HIS,,ARH,Keenan
18566786,Roireau,David,04,REL,,HIS,Kensky
19547782,Haufle,Jay,04,BIO,NEU,CHM,Cozine
14975811,Schuler,Max,01,EXP,,,Carr
11609786,Arrigoni,Joseph,04,ART,,,Goodson
18737794,Renaud,Cassie,03,POL,SPA,GSS,Lanegran
13743802,Folsom,Olivia,02,EXP,,,Carr
14624803,Robertson,Avery,02,EXP,,,Chen
12971798,Gonzalez,Reagan,03,EXP,,,Akgun
14192784,Swetlik,Karen,04,PSY,,GS,Brown
13154813,Sheldon,Judas,01,EXP,,,Rodriguez Moreno
19618796,Carter,Cristina,03,BUS,,,Lensing
19730810,Hendrickson,Brianna,01,EXP,,,St. Clair
10237778,Harrelson,Eric,04,ARH,,GS,Lueth
14914806,Schobert,Allyssa,01,ART,,ARH,Rogers
ARH  128  01
17387807,Sisk,Mickaela,01,EXP,,,Kelley
18258807,Hines,Jaylon,01,EXP,,,Affatigato
10699798,Findly,Gavin,03,BUS,,ART,Carstens
10009797,Christians,Anja,03,ENV,CRW,ART,St. Clair
11181809,Gonzalez,Sydney,01,EXP,,,Farrell
12383814,McCrary,Ellinor,01,EXP,,,Affatigato
17617803,White,Kelly,02,EXP,,,Bursch
12992801,Norris,Anna,01,DS,BUS,ECO,Baranowski
15793780,Villegas,Zachary,04,ECO,REL,,Westberg
15905804,Kirk,Cassandra,02,BSN,,,Brown
16405794,Kelley,Jared,03,POL,ART,,Thompson
13624813,Mclaughlin,Piper,01,EXP,,,Christensen
19699805,Hilderbrand,Bryant,02,EXP,,,Lueth
10308781,Brown,Myrna,04,THE,,,Wolverton
18907794,Ridgway,Meagan,02,EXP,,,Storer
19357780,Morgan,Allison,04,EVS,PHL,SPA,St. Clair
19020814,Hangartner,Trisan,01,EXP,,,Christensen
11899782,Cook,Cas,04,POL,PHL,HIS,Hoover
10688788,Ties,Kate,03,EXP,,,Melcher
16667811,Parenteau,Talia,01,EXP,,,Chaimov
ARH  307  01   W
14612786,Meskell,Diate,03,PSY,ART,,Brown
15334791,Moore,Jeana,03,EXP,,,Chaplin
13202795,Karwowski,Olivia,03,ART,,,Thompson
16835797,Velez,Amilya,03,ART,COM,,Lueth
ARH  313  01
17572758,Goodwin,Matthew,04,HIS,ART,,Buckaloo
16343776,Hodges,Alec,03,ARH,,ART,Lueth
13462795,Huitink,Jordan,03,ARH,REL,ART,Lueth
15593784,Tigges,Elsie,04,ART,,SEC,Chaimov
11229786,Malin,Cameron,03,ART,,,Thompson
ARH  323  01
12279775,Mirelez,Parker,04,ART,,SEC,Thompson
ART  100  01
16916807,Bilkey,James,01,EXP,,,St. Clair
11261800,Hall,Landen,02,ART,,SEC,Rogers
15055800,Schmitt,Max,02,EXP,,,Russell
16327814,Bartley,Hannah,01,EXP,,,Affatigato
14495812,Win,Melanie,01,EXP,,,Brown
14694801,Mahler,Allesyn,02,EXP,,,Bursch
19719809,Ridenour,Chloe,01,EXP,,,Miller
17915788,Brockmeyer,Jason,04,ART,,ARH,Rogers
18727792,Cargille,Caitlin,03,ELM,,,Kress
13933803,Tostado,Brady,01,EXP,,,Umbarger-Mackey
11281804,Barreras,Brayden,01,EXP,,,Barnett
17968810,Watkins,Aaminah,01,EXP,,,Hausknecht
12903811,Mills,John,01,EXP,,,Libby
ART  115  01
17387807,Sisk,Mickaela,01,EXP,,,Kelley
12920782,Fox,Harry,04,BIO,,CHM,Duru
10699798,Findly,Gavin,03,BUS,,ART,Carstens
12012808,Oware,Hannah,01,EXP,,,Johnson
16317814,Martin,Ana,02,EXP,,,Shanley
19027783,Schott,Kayla,04,BIO,ENV,HSS,Singleton
16686804,Comparato,Shar,01,EXP,,,Chaimov
13314814,Gorden Mercer,Laina,01,EXP,,,Cross
11162810,Gonzalez,Tamara,01,EXP,,,Lanegran
17568815,Hanrahan,Reagan,01,EXP,,,Farrell
16256803,Eichhorn,Celestte,01,EXP,,,Barnett
17437802,Dohms,Shannon,02,MTH,,ART,Miller
10901815,Eichhorn,Ali,01,EXP,,,Kelley
ART  135  01
ART  145  01
13471785,Fitzgerrel,Ella,04,PSY,SCJ,,Recker
12882807,Button,Makayla,01,FLM,,,Lanegran
14235815,Thomasson,John,01,EXP,,,Johnson
15886812,Chaney-Pruitt,Delano,01,EXP,,,Rodriguez Moreno
16757812,Bruggers,Ruben,01,EXP,,,Nordmann
12360788,Browne,Dolan,04,CS,ECO,,Eichhorn
10410804,Irvin,Ethan,02,HIS,,ECO,Buckaloo
12279775,Mirelez,Parker,04,ART,,SEC,Thompson
16127812,Adelsberger,Cierra,01,EXP,,,St. Clair
18617792,Barnes,Casey,02,FLM,,,Nesmith
18156781,Martinez,Cassie,04,ENG,COM,,Donofrio
17678810,Sandmire,Jania,01,EXP,,,Rodriguez Moreno
ART  151  01
19429807,Washington-Castro,Wallace,01,EXP,,,Johnson
15554797,Grech,Tamara,03,ELM,,ART,Hayes
14215812,Menakaya,Amanda,01,EXP,,,Johnson
14255812,Miranda-Estrada,Ariel,01,EXP,,,Carr
12693811,Arnold,Felicia,01,EXP,,,Wolgast
15334791,Moore,Jeana,03,EXP,,,Chaplin
17315784,Brokaw,Brady,04,BUS,,,Kuennen
12012801,Kerns,Shelby,02,EXP,,,Brown
16007813,Helmkamp,Natalie,01,EXP,,,Wolgast
19579804,Allison,Randy,02,EXP,,,Cross
11780793,Eastman,MyKeisha,03,BIO,NEU,CHM,Bragatto
14555811,Kinsler,Thanh,01,EXP,,,Cross
ART  175  01
18877799,Gary,Tracy,01,ART,,,Barnett
15896812,Niemeyer,Jacob,01,EXP,,,Libby
16987812,Mills,Kenidi,01,EXP,,,Christensen
18779812,Menakaya,Kayla,01,EXP,,,Nordmann
16576809,Flatland,Brody,01,EXP,,,Farrell
10090802,Hite,Chloe,02,EXP,,,Hatchell
15593784,Tigges,Elsie,04,ART,,SEC,Chaimov
14192784,Swetlik,Karen,04,PSY,,GS,Brown
15302775,Bartell,Xavier,04,SOC,,CRW,Rodgers
11792812,Sar,Sunny,01,EXP,,,Herron
16875795,Freeman,Kaitlyn,03,PSY,,,Farrell
16835797,Velez,Amilya,03,ART,COM,,Lueth
14914806,Schobert,Allyssa,01,ART,,ARH,Rogers
ART  191  01
11679781,Squires,Danielle,04,ART,PR,,Goodson
15135808,Strauel,James,01,EXP,,,Lanegran
13763800,Billings,Tyler,02,EXP,,,Hausknecht
14092788,Hiebert,Antonia,03,PHY,,,Akgun
14523794,Martinez,Jacob,03,SCJ,,PHL,McNabb
10550809,Feldman,John,01,EXP,,,Rodriguez Moreno
13393804,Decker,Brianda,02,PHL,POL,,Barnett
11411801,Marinelli,Patrick,02,EXP,,,Chaimov
14732785,Ward,Mikel,04,BUS,PR,,Carstens
12501792,Hamm,Adin,03,FLM,,THE,Hausknecht
13133802,Appleby-Sparrow,Alayna,02,EXP,,,Hausknecht
15003786,Kittinger,Anastasia,04,MTH,FLM,,Miller
ART  231  01
14612786,Meskell,Diate,03,PSY,ART,,Brown
13902791,Hatfield,Keena,03,ART,,,Perry
16074786,Baker,Taryn,03,EXP,,,Nguyen
16343776,Hodges,Alec,03,ARH,,ART,Lueth
12321792,Ball,Amber,03,MTH,,ART,Miller
14253792,Krueger,Rami,03,ART,CS,,Rogers
12140782,Groat,Hailee,03,ENG,,ART,Aspengren
10580807,Vickers,Michaela,01,EXP,,,Chaimov
ART  291  01
17572758,Goodwin,Matthew,04,HIS,ART,,Buckaloo
14942785,Kimbrough,Lindsay,04,ART,CRW,,Aspengren
11609786,Arrigoni,Joseph,04,ART,,,Goodson
11229786,Malin,Cameron,03,ART,,,Thompson
ASC  186  01
17396799,Kappeler,Victoria,01,EXP,,,Leonardo
11291803,Lawson,Gavin,02,EXP,,,Rydze
19420812,Arduser,Ryan,01,EXP,,,Brown
12752800,Tranel,Avery,02,EXP,,,Hughes
12542803,Cook,Peculiar,02,EXP,,,Atwater
11259785,Hanson,McKenna,04,BUS,,ECO,Buckaloo
11551803,Peterson,Matt,02,EXP,,,Baranowski
19399808,Lister,Will,01,EXP,,,Johnson
19377782,Hanrahan,Bennett,04,HIS,SPA,,Arnold
18658800,Hardman,Cole,02,KIN,,,Atwater
16074786,Baker,Taryn,03,EXP,,,Nguyen
17315784,Brokaw,Brady,04,BUS,,,Kuennen
19508791,Haastrup,Ali,03,IS,ASC,FRE,Chaimov
10318783,Frantz,Eilish,04,BUS,,,Baranowski
15905804,Kirk,Cassandra,02,BSN,,,Brown
12501792,Hamm,Adin,03,FLM,,THE,Hausknecht
10749798,Zheng,Spencer,02,EXP,,,Leonardo
16305792,Butali,Andrea,02,KIN,,,Hausknecht
10090802,Hite,Chloe,02,EXP,,,Hatchell
14382784,Robinson,Olivia,04,ENG,,ASC,Shaw
16465797,Rivera,Jaiden,04,ACP,BUS,,Carstens
13361782,Bryant,Dharma,03,HIS,,ANT,Hoover
14783793,Lona Garcia,Olivia,02,CS,,,Hostetler
10751811,Beal,Luke,01,EXP,,,Herron
BIO  100  01
17875788,Lopez,Dylan,03,PSY,,,Farrell
11570794,Cruz,Taylor,03,EXP,,,Farrell
13802790,Ahmed,Fernanda,03,PSY,ENG,GS,Kelly
17105788,Villegas,Annika,03,EXP,,,Rydze
17415783,Decker,Sydney,04,PSY,,CRW,Kelly
16384786,Seidel,Cameron,04,MUE,,,Falk
11009784,Baker,Melodie,04,ACP,,POL,Melcher
10410804,Irvin,Ethan,02,HIS,,ECO,Buckaloo
14223792,Maske,Isabella,03,POL,SCJ,SOC,Lanegran
13462795,Huitink,Jordan,03,ARH,REL,ART,Lueth
17866792,Perkins,Cailyn,03,EXP,,,Barnett
11229786,Malin,Cameron,03,ART,,,Thompson
18918802,Corcoran,Faith,02,ELM,,SPA,Russell
BIO  120  01
14423790,Stiles,Shotaro,02,EXP,,,Chen
11112812,Suboh,Ashley,01,EXP,,,Chihak
13690776,Carrasco,Amanda,04,THE,EVS,,White
12742800,Hite,Miu,02,EXP,,,Aspengren
14644808,Chaney-Pruitt,Piper,01,EXP,,,Libby
14704808,Lemke,Erica,01,EXP,,,Chihak
12040787,Shapley,Drew,03,EXP,,,Westberg
18738808,Greiner,Marguerite,01,EXP,,,Farrell
17394776,Finstrom,Colton,03,GEN,,SEC,Rydze
12502809,Kinsler,Christal,01,EXP,,,Westberg
16477812,Fleck,Alexander,01,EXP,,,Atwater
15325809,Schuler,Aaron,01,EXP,,,Herron
10031815,Norris,Makenna,01,EXP,,,Rodriguez Moreno
13314814,Gorden Mercer,Laina,01,EXP,,,Cross
19249809,Carter,Gabe,01,EXP,,,Perry
12772806,Cobb,Thanh,01,BIO,,HSS,Keenan
19579804,Allison,Randy,02,EXP,,,Cross
11662810,Aucutt,Allie,01,EXP,,,Nordmann
14965811,Foreman,Glenna,01,EXP,,,Chaimov
10608787,McBride,Jayla,03,PSY,,SPA,Farrell
16177812,Barnes,Amaia,01,EXP,,,Kelley
18489813,Brazell,Grace,01,EXP,,,Johnson
14525811,Parenteau,Mark,01,EXP,,,Rydze
18279810,Petit,Emily,01,EXP,,,Chaplin
BIO  145  01
18618807,Powell,Samantha,01,EXP,,,Wolgast
18728807,Langerud,Jania,01,EXP,,,Lanegran
10420808,Lyons,Jordan,01,EXP,,,Chaimov
14095812,Koenen,Gavin,01,EXP,,,Rydze
11361808,Kim,Pramisha,01,EXP,,,Chaplin
17256790,Hanrahan,Avery,02,PSY,NEU,CRW,Baker
13294815,Kotula,Kat,01,EXP,,,Atwater
15475808,Carey,Victoria,01,EXP,,,St. Clair
11141806,Chang,Jacob,02,EXP,,,Storer
16146800,Jankowski,Bridgette,02,PSY,NEU,,Baker
18758808,Gienapp,Peyton,01,EXP,,,Johnson
12312809,Doromal,Jonah,01,EXP,,,Westberg
14375814,Rayford,Jocelyn,01,EXP,,,St. Clair
13123809,Souvannamacho,Marlee,01,EXP,,,Christensen
18719812,Guyton,Garrett,01,EXP,,,Christensen
18158805,Yuma,Erica,02,EXP,,,Stead
14274809,Grigsby,Stevie,01,EXP,,,Farrell
15655809,Mosinski,John,01,EXP,,,Perry
16086809,Davis,Marissa,01,EXP,,,Chihak
17447809,Arrigoni,Tristan,01,EXP,,,Affatigato
16466809,McCrary,Jay,01,EXP,,,Chaimov
16576809,Flatland,Brody,01,EXP,,,Farrell
19257783,Meyer,Chloe,03,BIO,NEU,,Duru
15526812,Sanchez,Cassi,10,EXP,,,Umbarger-Mackey
14445813,Duran-Montero,Jennifer,01,EXP,,,Carr
12273813,Ragins,Yarelis,01,EXP,,,Cross
11782810,Kolade,Hailey,01,EXP,,,Christensen
16607811,Stucke,Kendra,01,EXP,,,Nordmann
11982815,Sar,Milinda,02,EXP,,,Cozine
14275815,Gonzalez,Diana,01,EXP,,,Nesmith
12493810,Kruse,Kyle,01,EXP,,,Christensen
